IC_NGC_key,Type,Coordinates,Constellation,Axis,PosAng,V-Mag,SurfBr,Hubble,M,Common names
IC 284,G,03:06:09.91 +42:22:18.9,Perseus,4.29 2.15,14,11.59,23.82,Sd,,
IC 285,G,03:04:06.22 -12:00:55.6,Eridanus,1.45 0.36,117,,23.45,Sbc,,
IC 286,Other,03:04:47.22 -06:29:04.3,Eridanus, ,,,,,,
IC 287,G,03:04:57.82 -12:04:13.6,Eridanus,0.81 0.59,9,,23.37,Sc,,
IC 288,G,03:07:32.91 +42:23:15.2,Perseus,1.01 0.28,41,,22.98,Sab,,
IC 289,PN,03:10:19.26 +61:19:00.4,Cassiopeia,0.58,,13.2,,,,
IC 290,G,03:09:42.74 +40:58:27.2,Perseus,1.24 0.32,129,,23.74,Sb,,
IC 291,G,03:07:26.45 -12:35:14.8,Eridanus,1.19 0.52,91,,23.51,S0-a,,
IC 292,G,03:10:12.92 +40:45:56.4,Perseus,1.19 0.65,73,13.47,22.78,Scd,,
IC 293,G,03:10:56.16 +41:08:13.6,Perseus,1.05 0.76,108,,24.14,S0-a,,
IC 294,G,03:11:03.11 +40:37:19.6,Perseus,1.49 1.17,106,,24.73,S0-a,,
IC 295,Other,03:11:00.74 +40:36:54.9,Perseus, ,,,,,,
IC 296,Other,03:11:04.77 +40:37:36.7,Perseus, ,,,,,,
IC 297,**,03:13:18.38 +42:08:55.6,Perseus, ,,,,,,
IC 298,GPair,03:11:18.90 +01:18:53.0,Cetus,0.8,,,,,,
IC 298A,G,03:11:18.50 +01:18:54.1,Cetus,0.54 0.34,35,,23.52,,,
IC 298B,G,03:11:19.53 +01:18:48.2,Cetus,0.43 0.33,5,,,Sbc,,
IC 299,G,03:11:02.55 -13:06:34.5,Eridanus,0.87 0.68,30,,23.87,S0-a,,
IC 300,G,03:14:16.02 +42:24:55.2,Perseus,0.65 0.60,115,,23.98,E,,
IC 301,G,03:14:47.71 +42:13:21.5,Perseus,1.26 1.11,177,,24.09,E,,
IC 302,G,03:12:51.27 +04:42:25.3,Cetus,1.84 1.20,22,12.89,23.34,Sbc,,
IC 303,G,03:12:40.87 -11:41:23.8,Eridanus,0.59 0.46,47,,23.56,,,
IC 304,G,03:15:01.37 +37:52:54.6,Perseus,1.06 0.65,29,,23.26,Sb,,
IC 305,G,03:15:03.80 +37:51:36.0,Perseus,0.79 0.64,74,,23.77,E,,
IC 306,G,03:13:00.21 -11:42:56.5,Eridanus,0.71 0.58,79,,23.13,SABc,,
IC 307,G,03:13:45.21 -00:14:29.2,Cetus,1.60 0.60,67,,23.89,Sa,,
IC 308,G,03:16:15.83 +41:10:50.7,Perseus,1.16 0.93,4,14.22,24.44,S0,,
IC 309,G,03:16:06.29 +40:48:16.4,Perseus,1.02 0.95,30,,23.54,S0,,
IC 310,G,03:16:42.98 +41:19:29.9,Perseus,1.50 1.42,25,12.71,23.49,S0,,
IC 311,G,03:16:46.73 +40:00:13.0,Perseus,1.00 1.00,100,,24.39,Sb,,
IC 312,G,03:18:08.61 +41:45:14.8,Perseus,1.19 0.57,125,,23.84,E,,
IC 313,G,03:20:57.90 +41:53:37.8,Perseus,1.26 0.87,42,,24.18,E,,
IC 314,Dup,03:18:49.81 -01:58:24.0,Eridanus, ,,,,,,
IC 315,G,03:19:09.34 +04:02:18.8,Cetus,0.68 0.33,45,,,S0,,
IC 316,GPair,03:21:19.90 +41:55:50.0,Perseus,0.8,,,,,,
IC 316NED01,G,03:21:19.95 +41:55:44.2,Perseus,0.45 0.17,116,,22.28,,,
IC 316NED02,G,03:21:19.90 +41:55:54.9,Perseus,1.06 0.79,64,,23.64,S?,,
IC 317,G,03:18:55.51 -12:44:24.7,Eridanus,0.88 0.71,58,,22.99,SABc,,
IC 318,G,03:20:43.83 -14:34:05.6,Eridanus,1.08 0.45,134,,23.24,Sa,,
IC 319,*,03:23:29.05 +41:24:58.9,Perseus, ,,,,,,
IC 320,G,03:25:59.18 +40:47:20.5,Perseus,1.12 0.91,99,,24.02,Sab,,
IC 321,G,03:24:29.59 -14:59:07.7,Eridanus,1.03 0.95,25,,23.73,E,,
IC 322,G,03:26:00.47 +03:40:50.0,Taurus,0.76 0.38,6,,23.77,,,
IC 323,Other,03:29:33.55 +41:51:18.3,Perseus, ,,,,,,
IC 324,Dup,03:26:28.29 -21:21:19.1,Eridanus, ,,,,,,
IC 325,G,03:30:48.86 -07:02:48.2,Eridanus,0.83 0.74,80,,23.8,Sab,,
IC 326,G,03:30:36.61 -14:25:32.0,Eridanus,1.13 0.84,101,,24.21,E-S0,,
IC 327,G,03:31:09.98 -14:41:31.7,Eridanus,0.80 0.47,70,,23.18,Sab,,
IC 328,G,03:31:10.95 -14:38:16.3,Eridanus,0.67 0.48,16,,22.41,Sc,,
IC 329,G,03:32:01.37 +00:16:46.0,Taurus,1.00 0.48,63,,24.02,E,,
IC 330,G,03:32:08.03 +00:21:12.2,Taurus,1.02 0.32,73,,23.43,SBab,,
IC 331,G,03:32:19.08 +00:16:57.2,Taurus,0.91 0.91,105,,23.51,E,,
IC 332,G,03:32:37.42 +01:22:57.2,Taurus,0.97 0.50,44,,23.81,S0-a,,
IC 333,Other,03:34:03.38 -04:35:05.6,Eridanus, ,,,,,,
IC 334,G,03:45:17.08 +76:38:17.9,Camelopardalis,2.34 1.85,58,11.5,23.06,S?,,
IC 335,G,03:35:31.04 -34:26:49.4,Fornax,2.62 0.80,83,,23.73,S0,,
IC 336,Neb,03:37:57.04 +23:21:47.3,Taurus, ,,,,,,
IC 337,Other,03:37:04.30 -06:43:16.3,Eridanus, ,,,,,,
IC 338,G,03:37:38.10 +03:07:07.6,Taurus,0.84 0.68,176,,23.24,Sc,,
IC 339,*,03:38:02.23 -18:23:52.0,Eridanus, ,,,,,,
IC 340,G,03:39:29.11 -13:06:54.4,Eridanus,1.61 0.58,90,,24.25,S0-a,,
IC 341,Neb,03:40:55.69 +21:57:36.7,Taurus,134.9,,,,,,
IC 342,G,03:46:48.50 +68:05:46.9,Camelopardalis,19.77 18.79,0,,24.85,SABc,,
IC 343,G,03:40:07.14 -18:26:36.5,Eridanus,1.51 0.66,113,13.2,23.67,S0-a,,
IC 344,G,03:41:29.53 -04:39:57.1,Eridanus,0.89 0.47,42,,22.89,SBbc,,
IC 345,G,03:41:09.13 -18:18:50.9,Eridanus,0.88 0.73,37,,23.18,S0,,
IC 346,G,03:41:44.66 -18:16:01.1,Eridanus,1.95 1.47,69,12.64,23.8,S0-a,,
IC 347,G,03:42:32.65 -04:17:55.1,Eridanus,1.37 1.02,138,,23.43,S0,,
IC 348,Cl+N,03:44:34.19 +32:09:46.2,Perseus,10.00 10.00,,,,,,omi Per Cloud
IC 349,RfN,03:46:20.11 +23:56:23.3,Taurus,25.7,,,,,,Barnard's Merope Nebula
IC 350,G,03:44:36.65 -11:48:02.7,Eridanus,1.09 0.79,165,,23.45,Sab,,
IC 351,PN,03:47:33.01 +35:02:48.9,Perseus,0.12,,11.9,,,,
IC 352,G,03:47:37.43 -08:43:54.6,Eridanus,0.70 0.48,119,,23.66,S0-a,,
IC 353,Neb,03:53:01.07 +25:50:52.8,Taurus,181.97 30.20,,,,,,
IC 354,Neb,03:53:57.91 +23:08:49.2,Taurus,128.82,,,,,,
IC 355,G,03:53:46.26 +19:58:26.1,Taurus,0.67 0.56,161,15.4,23.21,Sc,,
IC 356,G,04:07:46.91 +69:48:44.8,Camelopardalis,4.02 3.73,90,10.24,23.27,Sb,,
IC 357,G,04:03:44.00 +22:09:32.8,Taurus,0.94 0.61,147,,22.9,SBb,,
IC 358,G,04:03:42.88 +19:53:41.8,Taurus,1.18 0.28,63,,24.19,S0,,
IC 359,G,04:12:28.36 +27:42:07.1,Taurus,1.30 1.30,105,,24.84,E,,
IC 359A,RfN,04:18:41.00 +28:17:24.0,Taurus,15.00 10.00,,,,,,
IC 360,Neb,04:09:02.57 +26:07:52.3,Taurus,180.00 100.00,,,,,,
IC 361,OCl,04:18:50.70 +58:14:58.2,Camelopardalis,7.2,,11.7,,,,
IC 362,G,04:16:42.43 -12:12:00.4,Eridanus,1.77 1.03,5,,24.24,E,,
IC 363,G,04:18:55.42 +03:01:58.9,Taurus,0.33 0.31,25,,,E,,
IC 364,G,04:19:06.70 +03:11:20.2,Taurus,0.78 0.49,72,,23.49,S0-a,,
IC 365,G,04:19:14.14 +03:20:54.0,Taurus,0.88 0.56,34,,23.3,S0-a,,
IC 366,G,04:19:41.54 +02:21:35.3,Taurus,0.34 0.20,20,,22.13,E,,
IC 367,G,04:20:40.99 -14:46:51.8,Eridanus,1.74 0.61,140,,24.31,E-S0,,
IC 368,G,04:22:42.72 -12:36:54.6,Eridanus,0.99 0.83,164,,23.59,S0,,
IC 369,G,04:23:28.22 -11:47:24.3,Eridanus,0.76 0.76,35,,23.53,S0,,
IC 370,G,04:24:01.67 -09:23:41.4,Eridanus,0.99 0.89,123,,23.57,Sc,,
IC 371,*,04:30:12.59 -00:33:39.6,Eridanus, ,,,,,,
IC 372,G,04:30:04.24 -05:00:35.9,Eridanus,0.97 0.45,30,,23.93,S0-a,,
IC 373,G,04:30:42.76 -04:52:12.9,Eridanus,0.98 0.76,109,,23.59,S0-a,,
IC 374,G,04:32:32.75 +16:38:03.0,Taurus,0.23 0.19,80,,21.33,S0-a,,
IC 375,G,04:31:03.14 -12:58:26.3,Eridanus,0.82 0.54,59,,23.27,SBb,,
IC 376,G,04:31:13.79 -12:26:00.1,Eridanus,0.59 0.48,50,,23.65,,,
IC 377,G,04:31:16.54 -12:27:18.3,Eridanus,1.00 0.83,99,,23.7,E,,
IC 378,G,04:31:27.92 -12:17:59.1,Eridanus,0.79 0.48,69,,23.71,E-S0,,
IC 379,G,04:31:50.93 -07:14:18.1,Eridanus,0.93 0.82,35,,23.33,SABb,,
IC 380,G,04:31:41.32 -12:55:37.3,Eridanus,0.76 0.46,75,,23.06,SABb,,
IC 381,Dup,04:44:28.50 +75:38:23.1,Camelopardalis, ,,,,,,
IC 382,G,04:37:55.55 -09:31:09.6,Eridanus,1.99 1.18,173,,23.33,SABc,,
IC 383,G,04:38:58.03 +09:53:33.1,Taurus,0.63 0.56,36,,23.35,E-S0,,
IC 384,G,04:39:18.28 -07:50:20.8,Eridanus,0.49 0.48,94,,,E,,
IC 385,G,04:39:31.46 -07:05:50.9,Eridanus,1.15 0.58,107,,24.19,S0,,
IC 386,Dup,04:39:58.58 -09:27:22.4,Eridanus, ,,,,,,
IC 387,G,04:41:44.21 -07:05:10.3,Eridanus,1.60 1.11,84,12.99,23.32,SABc,,
IC 388,GPair,04:41:53.33 -07:18:19.9,Eridanus,1,,,,,,
IC 388NED01,G,04:41:52.42 -07:18:16.7,Eridanus,0.54 0.44,54,,23.53,,,
IC 388NED02,G,04:41:54.32 -07:18:23.3,Eridanus,0.89 0.40,10,,24.37,E,,
IC 389,G,04:41:59.62 -07:18:41.3,Eridanus,1.09 0.82,20,,23.82,E-S0,,
IC 390,G,04:42:03.87 -07:12:23.2,Eridanus,1.14 0.40,35,,24.34,S0-a,,
IC 391,G,04:57:21.13 +78:11:19.8,Camelopardalis,1.39 1.33,25,12.68,22.41,Sc,,
IC 392,G,04:46:25.76 +03:30:20.0,Orion,1.45 1.00,168,,23.01,S0,,
IC 393,G,04:47:51.80 -15:31:30.7,Eridanus,0.81 0.77,7,,23.3,E,,
IC 394,Other,04:48:50.71 -06:16:48.7,Eridanus, ,,,,,,
IC 395,Dup,04:49:34.03 +00:15:10.3,Orion, ,,,,,,
IC 396,G,04:57:58.99 +68:19:24.2,Camelopardalis,2.38 1.45,86,,23.22,Sbc,,
IC 397,Other,05:01:06.63 +40:25:29.6,Auriga, ,,,,,,
IC 398,G,04:58:12.56 -07:46:48.9,Eridanus,1.18 0.34,2,,,SBbc,,
IC 399,G,05:01:44.01 -04:17:19.5,Eridanus,0.54 0.45,81,14.8,22.71,IAB,,
IC 400,G,05:03:45.64 -15:49:08.7,Lepus,1.55 0.17,117,,,,,
IC 401,G,05:04:19.64 -10:04:35.5,Eridanus,1.75 0.58,55,,23.16,SBb,,
IC 402,G,05:06:14.83 -09:06:26.7,Eridanus,1.26 0.56,146,,22.96,SABc,,
IC 403,Other,05:15:15.69 +39:58:19.6,Auriga, ,,,,,,
IC 404,G,05:13:19.60 +09:45:17.7,Orion,0.73 0.53,130,,,S0-a,,
IC 405,Neb,05:16:29.48 +34:21:22.2,Auriga,50.00 30.00,,,,,,Flaming Star Nebula
IC 406,Other,05:17:49.00 +39:53:09.7,Auriga, ,,,,,,
IC 407,G,05:17:42.61 -15:31:24.4,Lepus,1.93 0.36,164,,,Sc,,
IC 408,G,05:19:44.86 -25:03:51.6,Lepus,1.95 0.97,162,,24.02,S0,,
IC 409,GPair,05:19:33.55 +03:19:06.2,Orion,0.95 0.72,19,,23.63,E,,
IC 410,Neb,05:22:42.00 +33:22:00.0,Auriga,40.00 30.00,,,,,,
IC 411,G,05:20:18.61 -25:19:28.2,Lepus,1.36 1.00,129,,23.53,S0,,
IC 412,G,05:21:56.70 +03:29:11.0,Orion,1.17 0.65,0,,23.35,Sab,,
IC 413,G,05:21:58.78 +03:28:55.8,Orion,1.08 0.80,140,,23.58,S0,,
IC 414,G,05:21:54.96 +03:20:31.3,Orion,0.60 0.44,140,14.4,22.63,E,,
IC 415,G,05:21:21.63 -15:32:33.3,Lepus,0.76 0.58,148,,,,,
IC 416,G,05:23:56.38 -17:15:37.5,Lepus,1.41 0.70,71,,,SBc,,
IC 417,HII,05:28:06.00 +34:25:26.2,Auriga,13.00 10.00,,,,,,
IC 418,PN,05:27:28.19 -12:41:50.2,Lepus,0.2,,9.44,,,,
IC 419,Other,05:30:52.02 +30:07:04.5,Auriga, ,,,,,,
IC 420,Neb,05:32:09.50 -04:30:17.1,Orion,6.03,,,,,,
IC 421,G,05:32:08.58 -07:55:06.0,Orion,2.96 2.22,108,,,Sbc,,
IC 422,G,05:32:18.55 -17:13:25.9,Lepus,1.04 0.93,130,,,E,,
IC 423,Neb,05:33:22.01 -00:36:52.2,Orion,6.00 3.50,90,,,,,
IC 424,Neb,05:33:37.24 -00:24:47.3,Orion,2.50 1.70,,,,,,
IC 425,Other,05:37:09.92 +32:25:46.8,Auriga, ,,,,,,
IC 426,Neb,05:36:31.38 -00:17:53.9,Orion,10.00 3.00,,,,,,
IC 427,Neb,05:36:18.02 -06:36:59.2,Orion, ,,,,,,
IC 428,Neb,05:36:24.21 -06:27:05.6,Orion, ,,,,,,
IC 429,Neb,05:38:18.86 -07:02:25.8,Orion, ,,,,,,
IC 430,Neb,05:38:35.97 -07:04:59.2,Orion,10.96,,14.4,,,,
IC 431,RfN,05:40:14.03 -01:27:46.1,Orion,8.00 5.00,,,,,,
IC 432,RfN,05:40:55.98 -01:30:25.2,Orion,10.00 10.00,,,,,,
IC 433,G,05:40:31.35 -11:39:56.1,Lepus,1.42 1.12,138,,,E,,
IC 434,HII,05:41:00.88 -02:27:13.6,Orion,90.00 30.00,,,,,,Horsehead Nebula
IC 435,RfN,05:43:00.57 -02:18:45.4,Orion,3.98 3.02,,,,,,
IC 436,Other,05:53:40.08 +38:37:29.2,Auriga, ,,,,,,
IC 437,G,05:51:37.40 -12:33:53.9,Lepus,0.97 0.46,7,,23.39,Sa,,
IC 438,G,05:53:00.08 -17:52:33.9,Lepus,2.80 1.82,63,12.07,23.7,SABc,,
IC 439,Other,05:56:39.51 +32:01:21.7,Auriga, ,,,,,,
IC 440,G,06:19:13.31 +80:04:06.5,Camelopardalis,1.77 1.00,36,,23.8,Sb,,
IC 441,G,06:02:42.63 -12:29:56.9,Lepus,1.22 1.13,40,,23.5,Sc,,
IC 442,G,06:36:11.89 +82:58:05.7,Camelopardalis,1.25 1.25,5,,23.25,S0-a,,
IC 443,SNR,06:16:37.41 +22:31:54.0,Gemini,50.00 40.00,,,,,,Gem A
IC 444,RfN,06:18:34.00 +23:18:48.0,Gemini,8.00 4.00,,,,,,
IC 445,G,06:37:21.25 +67:51:35.5,Camelopardalis,0.87 0.70,20,,22.81,S0,,
IC 446,Cl+N,06:31:06.18 +10:27:33.4,Monoceros,5.00 4.00,,,,,,
IC 447,HII,06:31:00.32 +09:53:50.8,Monoceros,25.00 20.00,,,,,,
IC 448,HII,06:32:45.34 +07:23:19.1,Monoceros,15.00 10.00,,,,,,
IC 449,G,06:45:41.11 +71:20:37.8,Camelopardalis,1.77 1.34,83,,23.8,E,,
IC 450,G,06:52:12.25 +74:25:37.5,Camelopardalis,1.38 0.80,130,14.12,24.32,S0-a,,
IC 451,G,06:52:52.01 +74:28:50.6,Camelopardalis,1.34 1.07,144,,23.97,SABb,,
IC 452,Dup,06:48:39.11 -16:54:05.8,Canis Major, ,,,,,,
IC 453,*,06:49:11.45 -16:54:24.3,Canis Major, ,,,,,,
IC 454,G,06:51:06.30 +12:55:19.3,Gemini,1.69 0.88,138,,23.97,SBab,,
IC 455,G,07:34:57.68 +85:32:13.9,Cepheus,1.06 0.65,78,,23.12,S0,,
IC 456,G,07:00:17.54 -30:09:49.6,Canis Major,2.33 1.60,4,,23.6,S0,,
IC 457,Dup,07:09:28.40 +50:09:09.1,Lynx, ,,,,,,
IC 458,G,07:10:34.15 +50:07:08.1,Lynx,0.90 0.39,173,,22.84,E-S0,,
IC 459,G,07:10:38.69 +50:10:38.4,Lynx,0.59 0.49,1,,23.38,,,
IC 460,G,07:10:44.27 +50:12:08.8,Lynx,0.85 0.49,178,,23.77,,,
IC 461,G,07:10:45.04 +50:04:53.1,Lynx,0.63 0.48,36,,23.38,,,
IC 462,*,07:10:55.81 +50:10:51.0,Lynx, ,,,,,,
IC 463,G,07:11:00.89 +50:07:03.7,Lynx,0.28 0.20,95,,,,,
IC 464,G,07:11:04.75 +50:08:12.8,Lynx,0.80 0.37,60,,23.07,E,,
IC 465,Dup,07:11:33.65 +50:14:53.7,Lynx, ,,,,,,
IC 466,HII,07:08:38.80 -04:19:04.8,Monoceros,1,,12.06,,,,
IC 467,G,07:30:18.39 +79:52:21.1,Camelopardalis,1.99 0.94,73,12.57,22.8,SABc,,
IC 468,Other,07:17:19.00 -13:13:07.3,Canis Major, ,,,,,,
IC 469,G,07:55:59.08 +85:09:32.1,Cepheus,2.35 0.91,88,,23.47,SABa,,
IC 470,**,07:23:31.50 +46:04:43.2,Lynx, ,,12.93,,,,
IC 471,G,07:43:36.45 +49:40:03.2,Lynx,0.66 0.66,23,,22.2,E,,
IC 472,G,07:43:50.34 +49:36:51.1,Lynx,1.61 1.15,166,,23.83,Sb,,
IC 473,Other,07:42:24.62 +09:15:19.0,Canis Minor, ,,,,,,
IC 474,G,07:46:07.31 +26:30:18.4,Gemini,1.27 0.40,113,,23.88,S0-a,,
IC 475,G,07:47:09.23 +30:29:19.7,Gemini,0.75 0.45,133,,22.7,Sa,,
IC 476,G,07:47:16.33 +26:57:03.5,Gemini,0.62 0.48,99,,23.02,Sc,,
IC 477,G,07:52:06.93 +23:28:58.9,Gemini,1.15 1.15,30,,24.56,E,,
IC 478,G,07:53:41.57 +26:29:33.7,Gemini,0.66 0.48,12,,22.9,Sb,,
IC 479,G,07:54:22.22 +27:00:31.8,Gemini,0.61 0.51,171,,22.68,SABc,,
IC 480,G,07:55:23.19 +26:44:36.0,Gemini,1.75 0.33,167,,23.71,Sbc,,
IC 481,G,07:59:02.86 +24:09:38.3,Gemini,0.93 0.26,4,,22.81,Sb,,
IC 482,G,07:59:47.28 +25:21:25.1,Gemini,0.63 0.52,151,,22.68,SABb,,
IC 483,**,07:59:52.38 +25:55:31.2,Gemini, ,,,,,,
IC 484,G,08:00:01.06 +26:39:57.1,Gemini,0.89 0.40,43,,23.3,Sb,,
IC 485,G,08:00:19.77 +26:42:05.2,Gemini,1.17 0.24,154,,23.8,SABa,,
IC 486,G,08:00:20.98 +26:36:48.7,Gemini,0.87 0.66,138,13.2,22.95,SBa,,
IC 487,Dup,07:59:07.14 -00:38:16.5,Monoceros, ,,,,,,
IC 488,Other,08:00:49.51 +25:54:06.7,Cancer, ,,,,,,
IC 489,*,08:01:37.74 +25:59:47.0,Cancer, ,,,,,,
IC 490,G,08:03:20.12 +25:48:41.1,Cancer,0.59 0.47,95,,23.08,Sbc,,
IC 491,G,08:03:55.00 +26:31:14.2,Cancer,0.65 0.28,115,,22.72,Sc,,
IC 492,G,08:05:38.66 +26:10:05.5,Cancer,1.02 0.77,31,17.19,22.88,SBbc,,
IC 493,G,08:07:27.59 +25:08:02.5,Cancer,0.81 0.61,18,,22.86,Sb,,
IC 494,G,08:06:24.12 +01:02:09.8,Canis Minor,1.32 0.64,48,,23.57,S0,,
IC 495,G,08:08:19.42 +09:00:50.0,Cancer,0.47 0.40,88,,,E,,
IC 496,G,08:09:44.16 +25:52:53.8,Cancer,0.63 0.39,30,,23.06,E-S0,,
IC 497,G,08:10:06.07 +24:55:19.5,Cancer,0.78 0.39,177,14.26,22.98,Sa,,
IC 498,G,08:09:30.27 +05:16:50.5,Canis Minor,1.21 1.08,66,,23.63,Sb,,
IC 499,G,08:45:17.30 +85:44:24.1,Camelopardalis,1.88 0.90,77,,23.56,Sa,,
IC 500,G,08:12:39.60 -16:03:02.9,Puppis,1.77 0.71,54,,,S0-a,,
IC 501,G,08:18:47.59 +24:32:14.7,Cancer,0.73 0.55,125,,23.43,SBa,,
IC 502,G,08:22:03.61 +08:45:09.4,Cancer,0.56 0.54,62,,23.02,E,,
IC 503,G,08:22:10.68 +03:16:05.0,Hydra,1.33 1.03,110,,23.51,Sa,,
IC 504,G,08:22:41.20 +04:15:44.7,Hydra,1.51 1.09,139,,23.84,S0,,
IC 505,G,08:23:21.67 +04:22:20.9,Hydra,1.38 0.99,144,,23.63,Sab,,
IC 506,G,08:23:30.73 +04:17:58.2,Hydra,1.19 0.86,171,,23.92,E,,
IC 507,Dup,08:25:02.00 -00:35:29.0,Hydra, ,,,,,,
IC 508,G,08:28:22.31 +25:07:29.0,Cancer,0.79 0.70,97,,22.91,SBc,,
IC 509,G,08:32:03.50 +24:00:39.3,Cancer,1.02 0.92,57,13.22,22.53,SABc,,
IC 510,GPair,08:32:10.60 -02:09:44.0,Hydra,0.8,,,,,,
IC 510NED01,G,08:32:10.19 -02:09:43.6,Hydra,0.33 0.18,132,,,,,
IC 510NED02,G,08:32:10.93 -02:09:44.6,Hydra,0.91 0.52,137,,23.29,SBbc,,
IC 511,G,08:40:50.45 +73:29:12.0,Camelopardalis,1.22 0.46,142,,23.32,S0-a,,
IC 512,G,09:03:49.83 +85:30:06.1,Camelopardalis,1.72 1.34,174,,22.93,SABc,,
IC 513,G,08:33:05.06 -12:21:20.0,Hydra,1.49 1.00,39,,24.11,S0,,
IC 514,G,08:35:22.28 -02:02:49.4,Hydra,0.57 0.34,160,,22.94,S0-a,,
IC 515,G,08:35:31.29 -01:54:04.0,Hydra,1.04 0.58,34,,24.28,S0-a,,
IC 516,G,08:35:50.77 -01:52:16.4,Hydra,0.59 0.30,65,,23.52,S0-a,,
IC 517,G,08:36:22.10 -02:03:20.0,Hydra,0.61 0.34,29,,22.82,Sab,,
IC 518,Other,08:36:06.95 +00:41:33.3,Hydra, ,,,,,,
IC 519,G,08:40:34.41 +02:36:40.8,Hydra,0.50 0.48,28,,23.29,E,,
IC 520,G,08:53:42.26 +73:29:27.4,Camelopardalis,2.10 1.63,175,11.83,22.87,SABa,,
IC 521,G,08:46:43.96 +02:32:14.7,Hydra,0.93 0.67,80,,23.25,S?,,
IC 522,G,08:54:34.91 +57:10:00.2,Ursa Major,1.24 1.02,165,,23.1,S0,,
IC 523,G,08:53:11.32 +09:08:53.4,Cancer,0.86 0.56,95,,23.25,Sab,,
IC 524,G,08:58:12.83 -19:11:30.9,Hydra,0.94 0.63,21,,23.65,S0,,
IC 525,G,09:01:22.47 -01:51:14.3,Hydra,0.95 0.33,10,,22.95,Sbc,,
IC 526,G,09:02:40.78 +10:50:29.9,Cancer,0.77 0.45,41,,22.71,Sb,,
IC 527,G,09:09:41.78 +37:36:05.7,Lynx,1.37 1.13,71,,23.95,SBc,,
IC 528,G,09:09:22.55 +15:47:46.2,Cancer,1.39 0.62,162,,23.96,Sab,,
IC 529,G,09:18:32.80 +73:45:33.6,Camelopardalis,3.21 1.53,142,12.3,23.25,Sc,,
IC 530,G,09:15:16.97 +11:53:08.5,Cancer,1.93 0.31,87,,23.36,Sab,,
IC 531,G,09:17:50.81 -00:16:42.5,Hydra,0.79 0.42,60,,22.73,Sab,,
IC 532,Other,09:19:03.76 -16:45:17.8,Hydra, ,,,,,,
IC 533,G,09:20:23.40 -03:59:31.3,Hydra,0.95 0.27,155,,24.35,,,
IC 534,G,09:21:15.45 +03:09:04.1,Hydra,1.19 0.31,148,,23.44,Sb,,
IC 535,G,09:22:16.22 -01:02:25.2,Hydra,0.65 0.53,5,,23.73,E,,
IC 536,G,09:24:40.10 +25:06:36.7,Leo,1.09 0.22,24,,23.34,Sa,,
IC 537,G,09:25:22.61 -12:23:30.4,Hydra,1.32 1.22,160,,23.4,S0-a,,
IC 538,Dup,09:27:18.51 +23:01:12.4,Leo, ,,,,,,
IC 539,G,09:29:08.24 -02:32:56.9,Hydra,0.97 0.73,130,,22.8,Sc,,
IC 540,G,09:30:10.33 +07:54:09.9,Leo,1.07 0.27,171,,22.81,Sab,,
IC 541,Other,09:30:30.79 -04:15:13.2,Hydra, ,,,,,,
IC 542,G,09:31:06.22 -13:10:52.9,Hydra,1.21 0.39,95,,23.74,S0-a,,
IC 543,Other,09:31:09.10 -14:46:21.0,Hydra, ,,,,,,
IC 544,G,09:35:53.38 +24:53:41.5,Leo,0.80 0.25,24,,22.93,Sbc,,
IC 545,G,09:36:05.36 +24:56:56.2,Leo,0.56 0.42,44,,22.36,Sab,,
IC 546,G,09:34:50.24 -16:23:03.9,Hydra,1.27 0.70,103,,23.84,S0-a,,
IC 547,Dup,09:36:05.79 -12:26:12.2,Hydra, ,,,,,,
IC 548,G,09:38:19.30 +09:26:45.5,Leo,0.76 0.19,166,,23.13,S0-a,,
IC 549,G,09:40:43.23 +03:57:35.1,Hydra,0.60 0.37,180,,22.36,I,,
IC 550,G,09:40:28.58 -06:56:45.8,Hydra,1.07 0.70,34,,23.62,S0,,
IC 551,G,09:41:00.11 +06:56:09.9,Leo,0.81 0.53,155,,22.63,Sbc,,
IC 552,G,09:41:16.57 +10:38:49.2,Leo,1.12 0.63,2,,23.36,S0,,
IC 553,G,09:40:45.13 -05:26:07.3,Hydra,1.07 0.85,118,,23.3,SBa,,
IC 554,G,09:41:56.89 +12:17:46.6,Leo,1.29 0.57,18,,23.61,S0,,
IC 555,Dup,09:41:56.89 +12:17:46.6,Leo, ,,,,,,
IC 556,Dup,09:43:40.38 +11:03:39.1,Leo, ,,,,,,
IC 557,G,09:44:02.40 +10:59:17.2,Leo,1.11 0.64,38,,23.31,SBab,,
IC 558,G,09:45:00.35 +29:27:08.3,Leo,0.93 0.72,165,13.9,23.6,E,,
IC 559,G,09:44:43.89 +09:36:54.0,Leo,1.09 0.92,87,,23.6,I,,
IC 560,G,09:45:53.44 -00:16:05.9,Sextans,1.41 0.54,20,,23.8,S0-a,,
IC 561,G,09:45:58.81 +03:08:42.7,Sextans,0.51 0.42,6,,22.38,Sc,,
IC 562,G,09:46:03.90 -03:58:16.2,Sextans,1.22 0.28,162,,23.06,Sbc,,
IC 563,G,09:46:20.35 +03:02:44.1,Sextans,0.97 0.40,111,,23.04,Sab,,
IC 564,G,09:46:21.08 +03:04:16.9,Sextans,1.64 0.45,68,,22.94,SABc,,
IC 565,GPair,09:47:50.76 +15:51:09.2,Leo,1,,,,,,
IC 565NED01,G,09:47:49.67 +15:51:07.3,Leo,0.68 0.16,178,,,,,
